school,lat,long
Staten Island School of Civic Leadership,40.620676,-74.164277
P.S. R037,40.56397,-74.150885
P.S. 74 FUTURE LEADERS ELEMENTARY SCHOOL,40.639087,-74.079922
P.S. 65 The Academy of Innovative Learning,40.634032,-74.078611
6581 HYLAN BOULEVARD  CONSOLIDATED LOCATION,40.508809,-74.222403
South Richmond High School I.S./P.S. 25,40.508809,-74.222403
P25 ANNEX ARTHUR KILL ROAD(SI),40.508809,-74.222403
THE RICHARD H. HUNGERFORD SCHOOL,40.620534,-74.077266
Ralph R. McKee Career and Technical Education High,40.642793,-74.07873
Concord High School,40.610868,-74.087379
Susan E. Wagner High School,40.596803,-74.124227
100 LUTEN AVENUE CONSOLIDATED LOCATION,40.528092,-74.192032
Staten Island Yabc,40.528092,-74.192032
Tottenville High School,40.528092,-74.192032
P.S. 047 John Randolph,40.832902,-73.866848
Curtis High School,40.644735,-74.081222
Port Richmond High School,40.634573,-74.141818
Staten Island Technical High School,40.567873,-74.115373
465 NEW DORP LANE CONSOLIDATED LOCATION,40.569393,-74.107737
NEW DORP EVENING M/W(SI),40.569393,-74.107737
New Dorp High School,40.569393,-74.107737
I.S. 075 Frank D. Paulo,40.54438,-74.197897
I.S. 072 Rocco Laurie,40.593005,-74.158988
P.S. 048 William G. Wilcox,40.603484,-74.091237
P.S. 069 Daniel D. Tompkins,40.591468,-74.156705
I.S. 061 William A Morris,40.634009,-74.097826
P.S. 060 Alice Austen,40.610087,-74.162216
The Harbor View School,40.64789,-74.083406
P.S. 057 Hubert H. Humphrey,40.611508,-74.083177
P.S. 56 The Louis Desario School,40.542246,-74.214002
P.S. 055 Henry M. Boehm,40.536639,-74.163815
P.S. 054 Charles W. Leng,40.603232,-74.137981
P.S. 053 The Barbara Esselborn School,40.55258,-74.13706
P.S. 052 John C. Thompson,40.582744,-74.088509
I.S. 051 Edwin Markham,40.622596,-74.14497
P.S. 050 Frank Hankinson,40.561691,-74.124622
101 WARREN STREET CONSOLIDATED LOCATION,40.620347,-74.081643
I.S. 49 Berta A. Dreyfus,40.620347,-74.081643
Milton Fein School,40.881066,-73.905366
The Eagle Academy for Young Men of Staten Island,40.620347,-74.081643
Naples Street Elementary School,40.60223,-74.091355
P.S. 046 Albert V. Maniscalco,40.59377,-74.08058
P.S. 045 John Tyler,40.628558,-74.107148
P.S. 044 Thomas C. Brown,40.63179,-74.156439
100 ESSEX DRIVE CONSOLIDATED LOCATION,40.581315,-74.158589
Gaynor McCown Expeditionary Learning School,40.581315,-74.158589
Marsh Avenue School for Expeditionary Learning,40.581315,-74.158589
Space Shuttle Columbia School,40.583139,-74.161862
CSI High School for International Studies,40.581315,-74.158589
P.S. 042 Eltingville,40.552523,-74.169464
P.S. 041 New Dorp,40.574044,-74.109282
91 HENDERSON AVENUE CONSOLIDATED LOCATION,40.640686,-74.095378
Home Instruction - S.I.,40.640686,-74.095378
P.S. R373,40.640686,-74.095378
P.S. 39 Francis J. Murphy Jr.,40.597679,-74.071529
P.S. 038 George Cromwell,40.575665,-74.101624
P.S. 35 The Clove Valley School,40.613721,-74.099626
I.S. 034 Tottenville,40.508284,-74.243428
P.S. 032 The Gifford School,40.557876,-74.155356
P.S. 031 William T. Davis,40.641595,-74.085135
P.S. 030 Westerleigh,40.618439,-74.132645
P.S. 029 Bardwell,40.613604,-74.115988
I.S. 027 Anning S. Prall,40.628169,-74.116997
P.S. 026 The Carteret School,40.591702,-74.190648
I.S. 024 Myra S. Barnes,40.545281,-74.14632
P.S. 023 Richmondtown,40.571187,-74.132634
P.S. 022 Graniteville,40.625369,-74.15097
P.S. 21 Margaret Emery-Elm Park,40.631523,-74.144297
P.S. 020 Port Richmond,40.636598,-74.132919
P.S. 019 The Curtis School,40.631214,-74.127101
P.S. 018 John G. Whittier,40.636587,-74.117509
80 MONROE AVENUE CONSOLIDATED LOCATION ,40.6397,-74.079141
P.S. 016 John J. Driscoll,40.6397,-74.079141
Fort Hill Collaborative Elementary School,40.6397,-74.079141
P.S. 036 J. C. Drumgoole,40.543083,-74.182299
100 TOMPKINS AVENUE CONSOLIDATED LOCATION,40.622455,-74.078508
P.S. 013 M. L. Lindemeyer,40.613216,-74.069889
P.S. 11 Thomas Dongan School,40.59057,-74.097722
P.S. 8 Shirlee Solomon,40.547692,-74.151755
I.S. 007 Elias Bernstein,40.523757,-74.185941
P.S. 6 Corporal Allan F. Kivlehan School,40.510735,-74.231109
P.S. 005 Huguenot,40.530169,-74.187635
P.S. 004 Maurice Wollin,40.552975,-74.194597
P.S. 003 The Margaret Gioiosa School,40.520699,-74.211264
I.S. R002 George L. Egbert,40.576725,-74.100726
P.S. 001 Tottenville,40.509037,-74.244118
Hospital Schools - Queens,40.75278,-73.707418
P.S. Q023 @ Queens Children Center,40.746352,-73.727657
"Robert F. Wagner, Jr. Secondary School for Arts an",40.742839,-73.936782
P.S. 65 - The Raymond York Elementary School,40.68259,-73.841202
The 51 Avenue Academy (The Path To Academic Excell,40.73679,-73.887438
P.S./I.S. 78Q,40.744753,-73.957971
P.S. Q811,40.756778,-73.729487
Cambria Heights Academy,40.711849,-73.771195
45-10 94TH STREET CONSOLIDATED LOCATION,40.74373,-73.870642
VOYAGES Preparatory,40.74373,-73.870642
Corona Arts and Sciences Academy,40.74373,-73.870642
Pan American International High School,40.74373,-73.870642
Civic Leadership Academy,40.74373,-73.870642
"Young Women's Leadership School, Astoria",40.771215,-73.924591
30-20 THOMSON AVENUE CONSOLIDATED LOCATION,40.745095,-73.936635
Bard High School Early College Queens,40.745095,-73.936635
High School of Applied Communication,40.745095,-73.936635
Academy of Finance and  Enterprise,40.745095,-73.936635
Pathways to Graduation,40.70284,-73.808352
East River Academy,40.790976,-73.884374
Information Technology High School,40.748701,-73.94638
John F. Kennedy Jr. School,40.736003,-73.867478
P.S. Q016 The Nancy DeBenedittis School,40.748987,-73.86123
Robert F. Kennedy Community High School,40.725603,-73.810697
Queens Gateway to Health Sciences Secondary School,40.718831,-73.806499
High School for Law Enforcement and Public Safety,40.686208,-73.784144
91-30 METROPOLITAN AVENUE CONSOLIDATED LOCATION,40.711367,-73.856698
P.S. Q233,40.711367,-73.856698
QUEENS METROPOLITAN HIGH SCHOOL,40.711367,-73.856698
Metropolitan Expeditionary Learning School,40.711367,-73.856698
"Young Women's Leadership School, Queens",40.707527,-73.806412
"High School for Construction Trades, Engineering a",40.689591,-73.840717
Epic High School - North,40.693006,-73.829407
Eagle Academy for Young Men III,40.691712,-73.778923
Thomas A. Edison Career and Technical Education Hi,40.715389,-73.800369
Aviation Career & Technical Education High School,40.743509,-73.929076
Queens Vocational and Technical High School,40.742205,-73.928219
Queens Satellite High School for Opportunity,40.70848,-73.800065
International High School at LaGuardia Community C,40.744412,-73.93364
Middle College High School at LaGuardia Community,40.744412,-73.93364
Townsend Harris High School,40.73439,-73.821392
Hillcrest High School,40.709446,-73.80166
"The Queens College School for Math, Science and Te",40.739246,-73.822057
207- 01 116TH  AVENUE CONSOLIDATED LOCATION,40.697819,-73.745728
Humanities & Arts Magnet High School,40.697819,-73.745728
"Business, Computer Applications & Entrepreneurship",40.697819,-73.745728
Baccalaureate School for Global Education,40.755366,-73.927169
"Law, Government and Community Service High School",40.697819,-73.745728
"Mathematics, Science Research and Technology Magne",40.697819,-73.745728
Benjamin Franklin High School for Finance & Inform,40.697819,-73.745728
Institute for Health Professions at Cambria Height,40.697819,-73.745728
Grover Cleveland High School,40.711033,-73.908814
101-01 ROCKAWAY BOULEVARD CONSOLIDATED LOCATION,40.679639,-73.837298
John Adams Yabc,40.679639,-73.837298
John Adams High School,40.679639,-73.837298
89-30 114 STREET|94-25 117 Street|CONSOLIDATED LOCATION,40.695888,-73.833681
RICHMOND HILL HS ANNEX(QS),40.695888,-73.833681
Richmond Hill High School,40.695888,-73.833681
167-01 GOTHIC DRIVE CONSOLIDATED LOCATION,40.713218,-73.797237
Jamaica Gateway to the Sciences,40.713218,-73.797237
High School for Community Leadership,40.713218,-73.797237
Hillside Arts & Letters Academy,40.713218,-73.797237
Queens Collegiate: A College Board School,40.713218,-73.797237
North Queens Community High School,40.720359,-73.819792
8-21 BAY 25 STREET CONSOLIDATED LOCATION,40.60201,-73.762795
Academy of Medical Technology: A College Board Sch,40.60201,-73.762795
45-35 VAN DAM STREET CONSOLIDATED LOCATION,40.744412,-73.93364
"Queens High School for Information, Research, and",40.60201,-73.762795
Knowledge and Power Preparatory Academy VI,40.60201,-73.762795
Frederick Douglass Academy VI High School,40.60201,-73.762795
35-01 UNION STREET CONSOLIDATED LOCATION,40.765166,-73.82789
FLUSHING EVENING HS MON & WED(QN) ,40.765166,-73.82789
Flushing Yabc,40.765166,-73.82789
Flushing High School,40.765166,-73.82789
Queens High School for Language Studies,40.765166,-73.82789
Veritas Academy,40.765166,-73.82789
East Bronx Academy for the Future,40.836356,-73.888361
Maspeth High School,40.729939,-73.887482
105-25 HORACE HARDING EXPY N CONSOLIDATED LOCATION,40.737427,-73.853178
High School for Arts and Business,40.737427,-73.853178
HS Arts & Business Yabc,40.737427,-73.853178
48-01 90 STREET CONSOLIDATED LOCATION,40.741122,-73.874721
Newtown High School,40.741122,-73.874721
International High School for Health Sciences,40.741122,-73.874721
Queens High School for the Sciences at York Colleg,40.701049,-73.798151
Long Island City High School,40.765826,-73.9328
Academy of American Studies,40.751331,-73.937434
Newcomers High School,40.751356,-73.937445
William Cullen Bryant High School,40.75823,-73.910514
Forest Hills High School,40.729402,-73.845637
230-17 HILLSIDE AVENUE CONSOLIDATED LOCATION,40.733066,-73.738756
Martin Van Buren High School,40.733066,-73.738756
Business Technology Early College High School,40.733066,-73.738756
Frank Sinatra School of the Arts High School,40.756534,-73.925121
Francis Lewis High School,40.740724,-73.79283
John Bowne High School,40.738139,-73.824944
143-10 SPRINGFIELD BOULEVARD CONSOLIDATED LOCATION,40.668235,-73.756839
Preparatory Academy for Writers: A College Board S,40.668235,-73.756839
George Washington Carver High School for the Scien,40.668235,-73.756839
Excelsior Preparatory High School,40.668235,-73.756839
Queens Preparatory Academy,40.668235,-73.756839
Benjamin N. Cardozo High School,40.752333,-73.75599
100-00 BEACH CHANNEL DRIVE CONSOLIDATED LOCATION,40.586066,-73.822624
Rockaway Collegiate High School,40.586066,-73.822624
Rockaway Park High School for Environmental Sustai,40.586066,-73.822624
Channel View School for Research,40.586066,-73.822624
Bayside High School,40.771755,-73.780296
1-50 51ST AVENUE CONSOLIDATED LOCATION,40.742956,-73.959196
The Riverview School,40.742956,-73.959196
Academy for Careers in Television and Film,40.742956,-73.959196
Hunters Point Community Middle School,40.742956,-73.959196
156-10 BAISLEY BOULEVARD CONSOLIDATED LOCATION,40.675633,-73.783342
August Martin High School,40.675633,-73.783342
Voyages Prep - South Queens,40.675633,-73.783342
"Queens High School of Teaching, Liberal Arts and t",40.746088,-73.727535
East Elmhurst Community School,40.761565,-73.872242
Queens Explorers Elementary School,40.683104,-73.850121
The Children's Lab School,40.742572,-73.922603
P.S. 092 Harry T. Stewart Sr.,40.755418,-73.869017
A.C.E. Academy for Scholars at the Geraldine Ferra,40.713022,-73.908306
P.S. 330,40.75788,-73.859201
P.S. 280,40.754241,-73.873769
P.S. 182 Samantha Smith,40.70643,-73.803444
P.S. 048 William Wordsworth,40.693518,-73.796727
Elm Tree Elementary School,40.735609,-73.878535
PS/IS 268,40.707537,-73.785626
P.S. / I.S. 266,40.746231,-73.727614
P.S./I.S. 295,40.720619,-73.731997
New York City Academy for Discovery,40.691765,-73.849006
P.S. 253,40.60729,-73.7494
P.S. 251 Queens,40.664218,-73.760249
"P.S. 128 The Lorraine Tuzzo, Juniper Valley Elemen",40.715344,-73.886215
Learners and Leaders,40.707121,-73.914998
The Active Learning Elementary School,40.754654,-73.826759
P.S. 242 Leonard P. Stavisky Early Childhood Schoo,40.771265,-73.831525
P.S. 239,40.699149,-73.903799
I.S. 238 - Susan B. Anthony Academy,40.713094,-73.780468
46-21 COLDEN STREET CONSOLIDATED LOCATION,40.749545,-73.822073
East-West School of International Studies,40.749545,-73.822073
I.S. 237,40.749545,-73.822073
30-14 30 STREET CONSOLIDATED LOCATION,40.766792,-73.922589
Academy for New Americans,40.766792,-73.922589
P.S. 273,40.693606,-73.844631
P.S. 234,40.767305,-73.923246
P.S. 232 Lindenwood,40.665909,-73.851216
145-00 SPRINGFIELD BOULEVARD CONSOLIDATED LOCATION,40.664597,-73.758748
Community Voices Middle School,40.664597,-73.758748
Collaborative Arts Middle School,40.664597,-73.758748
I.S. 230,40.752866,-73.893193
P.S. 229 Emanuel Kaplan,40.734294,-73.897557
P.S. 228 Early Childhood Magnet School of the Arts,40.75747,-73.875279
I.S. 227 Louis Armstrong,40.758408,-73.874472
121-10 ROCKAWAY BOULEVARD CONSOLIDATED LOCATION,40.675771,-73.816938
Epic High School - South,40.675771,-73.816938
Hawtree Creek Middle School,40.675771,-73.816938
J.H.S. 226 Virgil I. Grissom,40.675771,-73.816938
190 BEACH 110 STREET CONSOLIDATED LOCATION,40.580928,-73.831836
WATERSIDE SCHOOL FOR LEADERSHIP,40.580928,-73.831836
The Gordon Parks School,40.674831,-73.736713
WATERSIDE CHILDREN'S STUDIO SCHOOL,40.580928,-73.831836
P.S. 223 Lyndon B. Johnson,40.674519,-73.789399
P.S. Q222 - Fire Fighter Christopher A. Santora Sc,40.750172,-73.880363
P.S. 221 The North Hills School,40.759404,-73.731299
P.S. 220 Edward Mandel,40.736524,-73.851455
P.S. 219 Paul Klapper,40.735275,-73.823778
J.H.S. 217 Robert A. Van Wyck,40.710024,-73.812508
J.H.S. 216 George J. Ryan,40.737517,-73.794031
Wave Preparatory Elementary School,40.5993,-73.758206
P.S. 214 Cadwallader Colden,40.770387,-73.828617
P.S. 213 The Carl Ullman School,40.747747,-73.745747
P.S. 212,40.753078,-73.884906
J.H.S. 210 Elizabeth Blackwell,40.683858,-73.84747
P.S. 209 Clearview Gardens,40.783608,-73.794654
P.S. / I.S. 208,40.745948,-73.727456
P.S. 207 Rockwood Park,40.658089,-73.844432
P.S. 206 The Horace Harding School,40.734642,-73.860737
P.S. 205 Alexander Graham Bell,40.737678,-73.756791
36-41 28 STREET CONSOLIDATED LOCATION,40.757065,-73.932664
Energy Tech High School,40.757065,-73.932664
I.S. 204 Oliver W. Holmes,40.757065,-73.932664
P.S. 203 Oakland Gardens,40.754201,-73.760636
138-30 LAFAYETTE STREET CONSOLIDATED LOCATION,40.67124,-73.845141
Robert H. Goddard High School of Communication Art,40.67124,-73.845141
J.H.S. 202 Robert H. Goddard,40.67124,-73.845141
P.S. 201 The Discovery School for Inquiry and Rese,40.736653,-73.813346
PS/MS 200 - The Pomonok School & STAR Academy,40.731369,-73.805116
P.S. 199 Maurice A. Fitzgerald,40.740088,-73.926214
Goldie Maple Academy,40.593967,-73.786182
P.S. 197 The Ocean School,40.600199,-73.743968
P.S. 196 Grand Central Parkway,40.722782,-73.837946
P.S. 195 William Haberle,40.653006,-73.736395
J.H.S. 194 William Carr,40.78365,-73.807838
P.S. 193 Alfred J. Kennedy,40.792483,-73.809741
109-89 204 STREET CONSOLIDATED LOCATION,40.70646,-73.753579
Pathways College Preparatory School: A College Boa,40.70646,-73.753579
I.S. 192 The Linden,40.70646,-73.753579
85-15 258 STREET CONSOLIDATED LOCATION,40.734318,-73.709137
P.S. Q993,40.734318,-73.709137
P.S. 191 Mayflower,40.734318,-73.709137
J.H.S. 190 Russell Sage,40.722707,-73.851699
144-80 BARCLAY AVENUE CONSOLIDATED LOCATION,40.759844,-73.820548
Flushing International High School,40.759844,-73.820548
J.H.S. 189 Daniel Carter Beard,40.759844,-73.820548
P.S. 254 - The Rosa Parks School,40.697961,-73.84796
P.S. 188 Kingsbury,40.736177,-73.753159
252-12 72 AVENUE CONSOLIDATED LOCATION,40.750007,-73.721607
P.S. Q224,40.750007,-73.721607
P.S. 186 Castlewood,40.750007,-73.721607
J.H.S. 185 Edward Bleeker,40.775253,-73.819347
P.S. 184 Flushing Manor,40.778095,-73.800163
P.S. 183 Dr. Richard R. Green,40.589508,-73.805361
P.S. 181 Brookfield,40.656126,-73.753207
Scholars' Academy,40.584109,-73.825711
P.S. Q004,40.741803,-73.779634
P.S./ IS 178 Holliswood,40.724479,-73.777454
P.S. Q177,40.74391,-73.788133
1440 STORY AVENUE CONSOLIDATED LOCATION,40.821146,-73.881479
P.S. 176 Cambria Heights,40.685492,-73.729982
P.S. 175 The Lynn Gross Discovery School,40.730941,-73.853164
P.S. 174 William Sidney Mount,40.720924,-73.86135
P.S. 173 Fresh Meadows,40.734572,-73.795484
Irwin Altman Middle School 172,40.741944,-73.712965
P.S. 171 Peter G. Van Alst,40.771336,-73.929086
18-25 212 STREET CONSOLIDATED LOCATION,40.782298,-73.779099
BELL Academy,40.782298,-73.779099
P.S. 169 Bay Terrace,40.782298,-73.779099
158-40 76 ROAD CONSOLIDATED LOCATION,40.724458,-73.810216
P.S. Q255,40.724458,-73.810216
"Queens School of Inquiry, The",40.724458,-73.810216
I.S. 250 The Robert F. Kennedy Community Middle Sc,40.724458,-73.810216
P.S. 166 Henry Gradstein,40.757309,-73.926733
P.S. 165 Edith K. Bergtraum,40.729741,-73.818446
P.S. 164 Queens Valley,40.720924,-73.823362
P.S. 163 Flushing Heights,40.740565,-73.809131
P.S. 162 John Golden,40.749036,-73.777213
P.S. 161 Arthur Ashe School,40.690798,-73.821657
P.S. 160 Walter Francis Bishop,40.688103,-73.800415
P.S. 159,40.76936,-73.783943
M.S. 158 Marie Curie,40.756139,-73.772862
J.H.S. 157 Stephen A. Halsey,40.732289,-73.853825
229-02 137 AVENUE CONSOLIDATED LOCATION,40.673069,-73.743173
Queens United Middle School,40.673069,-73.743173
P.S. 156 Laurelton,40.673069,-73.743173
P.S. 155,40.67956,-73.8106
P.S. 154 Queens,40.726769,-73.806894
P.S. 153 Maspeth Elem,40.716609,-73.903669
P.S. 152 Gwendoline N. Alleyne School,40.753037,-73.900123
P.S. 151 Mary D. Carter,40.757499,-73.908898
P.S. 150 Queens,40.745537,-73.923776
P.S. 149 Christa Mcauliffe,40.754837,-73.874605
P.S. 148 Queens,40.758377,-73.879089
PS/MS 147 Ronald McNair,40.697309,-73.740948
P.S. 146 Howard Beach,40.659873,-73.835068
I.S. 145 Joseph Pulitzer,40.754661,-73.887112
P.S. 144 Col Jeromus Remsen,40.714978,-73.853372
P.S. 143 Louis Armstrong,40.755451,-73.855192
Queens Transition Center,40.684142,-73.801479
I.S. 141 The Steinway,40.775589,-73.90509
P.S. 140 Edward K Ellington,40.686798,-73.781247
P.S. 139 Rego Park,40.72814,-73.863582
P.S./ M.S.138 Sunrise,40.659728,-73.735176
M.S. 137 America's School of Heroes,40.6781,-73.839948
P.S. 136 Roy Wilkins,40.698279,-73.752654
The Bellaire School,40.720154,-73.757367
P.S. 134 Hollis,40.70799,-73.755269
P.S. 133 Queens,40.731729,-73.717859
P.S. 132 Ralph Bunche,40.682114,-73.74992
P.S. 131 Abigail Adams,40.716617,-73.794637
P.S. 130,40.759517,-73.784029
P.S. 129 Patricia Larkin,40.790638,-73.839771
P.S. 127 Aerospace Science Magne,40.764646,-73.871641
Albert Shanker School for Visual and Performing Ar,40.766264,-73.930709
I.S. 125 Thom J. McCann Woodside,40.741131,-73.918945
P.S. 124 Osmond A Church,40.665058,-73.811701
P.S. 123,40.678296,-73.79562
P.S. 122 Mamie Fay,40.780347,-73.916655
P.S. 121 Queens,40.68405,-73.815834
P.S. 120 Queens,40.745526,-73.829309
I.S. 119 The Glendale,40.704406,-73.875183
P.S. 118 Lorraine Hansberry,40.703585,-73.765838
P.S. 117 J. Keld / Briarwood School,40.709463,-73.813376
PS/IS 116 William C. Hughley,40.700606,-73.782302
P.S. 115 The James J. Ambrose School,40.744099,-73.709845
P.S. / M.S. 114 Belle Harbor,40.578261,-73.854403
P.S./I.S. 113 Anthony J. Pranzo,40.705516,-73.862208
P.S. 112 Dutch Kills,40.756891,-73.934523
P.S. 111 Jacob Blackwell,40.758831,-73.93938
Jean Nuzzi Intermediate School,40.720713,-73.747001
P.S. 108 Captain Vincent G. Fowler,40.679584,-73.831547
P.S. 107 Thomas A Dooley,40.756013,-73.799706
P.S. 106,40.593779,-73.767199
P.S. 105 The Bay School,40.595779,-73.781876
P.S. 104 The Bays Water,40.608467,-73.764548
P.S. 102 Bayview,40.733514,-73.877857
P.S. 101 School in the Gardens,40.715585,-73.843898
P.S. 100 Glen Morris,40.679984,-73.822078
P.S. 099 Kew Gardens,40.711419,-73.828628
P.S. 098 The Douglaston School,40.769271,-73.749369
P.S. 097 Forest Park,40.694518,-73.859659
P.S. 096,40.674991,-73.808371
P.S. 095 Eastwood,40.710624,-73.783423
P.S. 094 David D. Porter,40.771186,-73.739252
I.S. 093 Ridgewood,40.706041,-73.902584
P.S. 091 Richard Arkwright,40.703661,-73.885107
P.S. 090 Horace Mann,40.697033,-73.839213
P.S. 089 Elmhurst,40.745923,-73.880205
P.S. 088 Seneca,40.703779,-73.896374
P.S. / I.S. 087 Middle Village,40.711815,-73.871238
P.S. Q086,40.708898,-73.803938
P.S. 085 Judge Charles Vallone,40.772863,-73.914708
P.S. 084 Steinway,40.771512,-73.90633
P.S. 082 Hammond,40.704072,-73.811771
P.S. 81Q Jean Paul Richter,40.703765,-73.912344
PS 80  The Thurgood Marshall Magnet School of Mult,40.67282,-73.769252
P.S. 079 Francis Lewis,40.785909,-73.818058
P.S. 076 William Hallet,40.760852,-73.941143
Robert E. Peary School,40.698476,-73.905556
J.H.S. 074 Nathaniel Hawthorne,40.745201,-73.767446
I.S. 73 - The Frank Sansivieri Intermediate School,40.729215,-73.893624
Pioneer Academy,40.748838,-73.865161
133-25 GUY R BREWER BOULEVARD CONSOLIDATED LOCATION,40.673769,-73.775951
Redwood Middle School,40.673769,-73.775951
Catherine & Count Basie Middle School 72,40.673769,-73.775951
P.S. 071 Forest,40.711203,-73.905286
P.S. 070,40.762103,-73.914227
P.S. 069 Jackson Heights,40.749266,-73.888817
P.S. 068 Cambridge,40.696556,-73.897405
J.H.S. 067 Louis Pasteur,40.762708,-73.733694
P.S. 066 Jacqueline Kennedy Onassis,40.697836,-73.846558
P.S. 064 Joseph P. Addabbo,40.681172,-73.856918
P.S. 063 Old South,40.67641,-73.846773
P. S. 62 - Chester Park School,40.68867,-73.836205
I.S. 061 Leonardo Da Vinci,40.742668,-73.863307
P.S. 060 Woodhaven,40.692179,-73.852636
I.S. 059 Springfield Gardens,40.68173,-73.753429
P.S. 58 - The School of Heroes,40.728735,-73.890699
P.S. 056 Harry Eichler,40.69919,-73.835299
P.S. 054 Hillside,40.70292,-73.824221
10-45 NAMEOKE STREET CONSOLIDATED LOCATION,40.603622,-73.749097
VILLAGE ACADEMY,40.603622,-73.749097
M.S. 053 Brian Piccolo,40.603622,-73.749097
P.S. 052 Queens,40.661122,-73.766733
P.S. 051,40.699015,-73.832356
P.S. 050 Talfourd Lawn Elementary School,40.695238,-73.807364
P.S. 049 Dorothy Bonawit Kole,40.719867,-73.875093
P.S. 047 Chris Galas,40.606353,-73.820445
P.S. 046 Alley Pond,40.746202,-73.758752
P.S. 045 Clarence Witherspoon,40.672727,-73.788164
P.S. 043,40.593834,-73.76174
P.S./M.S 042 R. Vernam,40.594538,-73.795304
P.S. 041 Crocheron,40.769601,-73.770863
109-20 UNION HALL STREET CONSOLIDATED LOCATION ,40.694125,-73.790675
Jamaica Children's School,40.694125,-73.790675
P.S. 040 Samuel Huntington,40.694125,-73.790675
P.S. 038 Rosedale,40.671561,-73.734043
Cynthia Jenkins School,40.67588,-73.758505
P.S. 036 Saint Albans School,40.690828,-73.763907
P.S. 034 John Harvard,40.711753,-73.736624
P.S. 033 Edward M. Funk,40.727134,-73.735077
P.S. 032 State Street,40.764763,-73.794683
P.S. 031 Bayside,40.757064,-73.770122
PS 354,40.68031,-73.774432
P.S. 029 Queens,40.778601,-73.843187
P.S. 28 - The Thomas Emanuel Early Childhood Cente,40.747126,-73.854824
P.S. 026 Rufus King,40.736922,-73.77799
34-65 192 STREET CONSOLIDATED LOCATION,40.765133,-73.790083
World Journalism Preparatory: A College Board Scho,40.765133,-73.790083
I.S. 025 Adrien Block,40.765133,-73.790083
P.S. 024 Andrew Jackson,40.75146,-73.817849
Queens Academy High School,40.765162,-73.8288
P.S. 022 Thomas Jefferson,40.761249,-73.811808
P.S. 021 Edward Hart,40.774512,-73.819284
P.S. 020 John Bowne,40.758689,-73.824832
P.S. 019 Marino Jeantet,40.749381,-73.867354
P.S. 018 Winchester,40.732112,-73.73246
28-37 29 STREET CONSOLIDATED LOCATION,40.768985,-73.922428
The 30th Avenue School (G&T Citywide),40.768985,-73.922428
P.S. 035 Nathaniel Woodhull,40.713759,-73.769439
P.S. 017 Henry David Thoreau,40.768985,-73.922428
P.S. 015 Jackie Robinson,40.68588,-73.757319
P.S. 014 Fairview,40.74056,-73.854131
P.S. 013 Clement C. Moore,40.737613,-73.86851
P.S. 012 James B. Colgate,40.742633,-73.892805
P.S. 011 Kathryn Phelan,40.745244,-73.90872
I.S. 010 Horace Greeley,40.759363,-73.912902
P.S. 009,40.718935,-73.912208
108-35 167 STREET CONSOLIDATED LOCATION,40.69719,-73.787192
The Emerson School,40.69719,-73.787192
York Early College Academy,40.69719,-73.787192
J.H.S. 008 Richard S. Grossley,40.69719,-73.787192
P.S. 007 Louis F. Simeone,40.739115,-73.882487
I.S. 5 - The Walter Crowley Intermediate School,40.737718,-73.887429
The Academy for Excellence through the Arts,40.725098,-73.845091
P.S. 002 Alfred Zimberg,40.770335,-73.894476
NEW HEIGHTS ACADEMY CHARTER SCHOOL(MN),40.828498,-73.945239
SPRUCE STREET SCHOOL,40.711313,-74.005472
Thurgood Marshall Academy for Learning and Social,40.815509,-73.944202
P.S. 055 Maure,40.694004,-73.816617
City Knoll Middle School,40.753091,-73.99764
Satellite Academy High School,40.747621,-73.990454
Paula Hedbavny School,40.871245,-73.912141
Teachers College Community School,40.81242,-73.953315
Harlem Renaissance High School,40.807987,-73.940061
"Ballet Tech, NYC Public School for Dance",40.73859,-73.989911
P.S. 018 Park Terrace,40.871278,-73.911516
Repertory Company High School for Theatre Arts,40.755843,-73.984382
Young Women's Leadership School,40.792741,-73.947428
Leadership and Public Service High School,40.70873,-74.012332
34 WEST  14 STREET CONSOLIDATED LOCATION,40.736518,-73.994858
Harvest Collegiate High School,40.736518,-73.994858
Legacy School for Integrated Studies,40.736518,-73.994858
Urban Assembly New York Harbor School,40.701695,-74.011631
Baruch College Campus High School,40.74193,-73.986521
Manhattan Village Academy,40.741497,-73.991512
The Peck Slip School,40.713814,-74.00557
Eleanor Roosevelt High School,40.770187,-73.953608
P.S. M811 - Mickey Mantle School,40.786616,-73.979507
Beacon High School,40.772007,-73.987479
444 WEST 56 STREET CONSOLIDATED LOCATION,40.767791,-73.987531
Restart Academy,40.767791,-73.987531
Independence High School,40.768343,-73.989108
High School for Environmental Studies,40.767791,-73.987531
Harvey Milk High School,40.730038,-73.992632
Manhattan School for Career Development,40.725725,-73.9883
Manhattan Comprehensive Night and Day High School,40.732716,-73.984665
School of the Future High School,40.738952,-73.985479
Life Sciences Secondary School,40.783625,-73.945637
16 CLARKSON STREET STREET CONSOLIDATED LOCATION,40.728677,-74.005993
P.S. M721 - Manhattan Occupational Training Center,40.728677,-74.005993
High School M560 - City As School,40.729412,-74.006148
439 WEST 49TH STREET CONSOLIDATED LOCATION,40.76337,-73.990593
Success Academy Hell's Kitchen,40.76337,-73.990593
High School of Graphic Communication Arts,40.76337,-73.990593
Urban Assembly Gateway School for Technology,40.76337,-73.990593
BUSINESS OF SPORTS SCHOOL,40.76337,-73.990593
Stephen T. Mather Building Arts & Craftsmanship Hi,40.76337,-73.990593
