school,lat,long
Brooklyn Academy of Science and the Environment,40.670349,-73.961695
The High School for Global Citizenship,40.670349,-73.961695
International High School at Prospect Heights,40.670349,-73.961695
400 PENNSYLVANIA AVENUE CONSOLIDATED LOCATION,40.667456,-73.894747
Nelson Mandela High School,40.67944,-73.932407
World Academy for Total Community Health High Scho,40.667456,-73.894747
Performing Arts and Technology High School,40.667456,-73.894747
High School for Civil Rights,40.667456,-73.894747
FDNY High School for Fire and Life Safety,40.667456,-73.894747
The Christa McAuliffe School\I.S. 187,40.627784,-74.004485
Thomas Jefferson Yabc,40.667456,-73.894747
El Puente Academy for Peace and Justice,40.705898,-73.955611
Brooklyn Technical High School,40.688834,-73.976905
James Madison High School,40.609912,-73.948512
1065 ELTON STREET CONSOLIDATED LOCATION,40.657459,-73.874756
Spring Creek Community School,40.657459,-73.874756
Academy for Young Writers,40.657459,-73.874756
999 JAMAICA AVENUE CONSOLIDATED LOCATION,40.691146,-73.868328
The Urban Assembly School for Collaborative Health,40.691146,-73.868328
Cypress Hills Collegiate Preparatory School,40.691146,-73.868328
Brooklyn Lab School,40.691146,-73.868328
Academy of Innovative Technology,40.691146,-73.868328
Multicultural High School,40.691146,-73.868328
5800 TILDEN AVENUE CONSOLIDATED LOCATION,40.648657,-73.922171
New American Academy Charter School,40.648657,-73.922171
Cultural Academy for the Arts and Sciences,40.648657,-73.922171
Kurt Hahn Expeditionary Learning School,40.648657,-73.922171
It Takes a Village Academy,40.648657,-73.922171
2800 OCEAN PARKWAY CONSOLIDATED LOCATION,40.581681,-73.967308
Abraham Lincoln Yabc,40.581681,-73.967308
Abraham Lincoln High School,40.581681,-73.967308
Midwood High School,40.633237,-73.952929
2630 BENSON AVENUE CONSOLIDATED LOCATION,40.594291,-73.98577
IS 364 ANNEX(BN),40.646599,-73.878441
Expeditionary Learning School for Community Leader,40.594291,-73.98577
Life Academy High School for Film and Music,40.594291,-73.98577
Kingsborough Early College School,40.594291,-73.98577
High School of Sports Management,40.594291,-73.98577
International High School at Lafayette,40.594291,-73.98577
P.S. 399 Stanley Eugene Clark,40.648044,-73.951891
60 EAST  94 STREET CONSOLIDATED LOCATION,40.663559,-73.926959
P.S. 770 New American Academy,40.663559,-73.926959
P.S. 398 Walter Weaver,40.663559,-73.926959
P.S. 397 Foster-Laurie,40.658939,-73.94629
P.S. K396,40.668856,-73.911499
P.S. 109,40.636455,-73.933582
790 EAST NEW YORK AVENUE CONSOLIDATED LOCATION,40.662447,-73.936382
New Heights Middle School,40.662447,-73.936382
ACHIEVEMENT FIRST CROWN HEIGHTS CHARTER SCHOOL(BS),40.662447,-73.936382
Franklin Delano Roosevelt High School,40.620446,-73.981795
1224 PARK PLACE CONSOLIDATED LOCATION,40.672713,-73.936924
KIPP AMP CHARTER SCHOOL(BN) ,40.672713,-73.936924
The School of Integrated Learning,40.672713,-73.936924
Middle School for Academic and Social Excellence,40.672713,-73.936924
P.S. /I.S. 384 Frances E. Carter,40.690353,-73.904803
1300 GREENE AVENUE CONSOLIDATED LOCATION,40.697781,-73.919777
ACHIEVEMENT FIRST BUSHWICK Charter School,40.697781,-73.919777
J.H.S. 383 Philippa Schuyler,40.697781,-73.919777
P.S. 380 John Wayne Elementary,40.702427,-73.952985
200 WOODBINE STREET CONSOLIDATED LOCATION,40.694018,-73.915263
ACHIEVEMENT FIRST NORTH BROOKLYN PREP CHARTER SCHOOL(BN),40.694018,-73.915263
P.S. 377 Alejandrina B. De Gautier,40.694018,-73.915263
P.S. 376,40.698021,-73.920711
P.S. 371 - Lillian L. Rashkis,40.654293,-74.005889
3000 WEST 1 STREET CONSOLIDATED LOCATION,40.57752,-73.969517
Home Instruction - Brooklyn,40.57752,-73.969517
P.S. K369  - Coy L. Cox School,40.687257,-73.983579
THE SCIENCE AND MEDICINE MIDDLE SCHOOL,40.647323,-73.892022
Fort Hamilton High School,40.627835,-74.040046
I.S. 392,40.665965,-73.918107
1400 PENNSYLVANIA AVENUE CONSOLIDATED LOCATION,40.64726,-73.881114
Frederick Douglass Academy VIII Middle School,40.64726,-73.881114
P.S. 346 Abe Stark,40.64726,-73.881114
P.S. 345 Patrolman Robert Bolden,40.676129,-73.880337
130 ROCHESTER AVENUE CONSOLIDATED LOCATION,40.674656,-73.927794
M.S. 584,40.674656,-73.927794
P.S. 335 Granville T. Woods,40.674656,-73.927794
Sunset Park Avenues Elementary School,40.650785,-74.008105
51 CHRISTOPHER AVENUE CONSOLIDATED LOCATION,40.672462,-73.906552
LEADERSHIP PREPARATORY OCEAN HILL CHARTER SCHOOL(BN),40.672462,-73.906552
Christopher Avenue Community School,40.672462,-73.906552
Validus Preparatory Academy: An Expeditionary Lear,40.839244,-73.901316
PS/IS 30 Mary White Ovington,40.63359,-74.023948
P.S. 329 Surfside,40.574607,-73.996292
330 ALABAMA AVENUE CONSOLIDATED LOCATION,40.668167,-73.897835
P.S. 328 Phyllis Wheatley,40.668167,-73.897835
P.S. 327 Dr. Rose B. English,40.668475,-73.912351
800 GATES AVENUE CONSOLIDATED LOCATION,40.68832,-73.932275
LA CIMA CHARTER SCHOOL(BN),40.68832,-73.932275
BEDFORD STUYVESANT COLLEGIATE CHARTER SCHOOL(BN),40.68832,-73.932275
"M.S. 267 Math, Science & Technology",40.68832,-73.932275
46 MCKEEVER PLACE CONSOLIDATED LOCATION,40.665035,-73.959031
P.S. 375 Jackie Robinson School,40.665035,-73.959031
Ebbets Field Middle School,40.665035,-73.959031
P.S. 319,40.709674,-73.954217
I.S. 318 Eugenio Maria De Hostos,40.7025,-73.948869
P.S. 133 William A. Butler,40.680428,-73.980491
750 CLASSON AVENUE CONSOLIDATED LOCATION,40.674406,-73.960254
Elijah Stroud Middle School,40.674406,-73.960254
P.S. 316 Elijah Stroud,40.674406,-73.960254
330 59 STREET CONSOLIDATED LOCATION,40.642121,-74.018997
P.S. 506: The School of Journalism & Technology,40.642121,-74.018997
HYDE LEADERSHIP CHARTER SCHOOL BROOKLYN(BN),40.668167,-73.897835
PS 503: The School of Discovery,40.642121,-74.018997
283 ADAMS STREET CONSOLIDATED LOCATION,40.694682,-73.988853
Urban Assembly Institute of Math and Science for Y,40.694682,-73.988853
The Urban Assembly School for Law and Justice,40.694682,-73.988853
P.S. 312 Bergen Beach,40.621413,-73.908987
The School For Future Leaders,40.632478,-74.007645
794 MONROE STREET CONSOLIDATED LOCATION,40.688419,-73.924833
EXCELLENCE GIRLS CHARTER SCHOOL(BN),40.688419,-73.924833
P.S. 309 The George E. Wibecan Preparatory Academy,40.688419,-73.924833
616 QUINCY STREET CONSOLIDATED LOCATION,40.688695,-73.935499
The Maurice Sendak Community School,40.670764,-73.987787
TEACHING FIRMS OF AMERICA PROFESSIONAL PREPARATORY CHARTER SCHOOL(BN),40.688695,-73.935499
I.S. 364 Gateway,40.645806,-73.881671
209 YORK STREET CONSOLIDATED LOCATION,40.701343,-73.982314
Satellite West Middle School,40.701343,-73.982314
P.S. 307 Daniel Hale Williams,40.701343,-73.982314
P.S. 370,40.57752,-73.969517
P.S. 306 Ethan Allen,40.655997,-73.886547
344 MONROE STREET CONSOLIDATED LOCATION,40.686076,-73.945229
P.S. 305 Dr. Peter Ray,40.686076,-73.945229
Satellite East Middle School,40.686076,-73.945229
280 HART STREET CONSOLIDATED LOCATION,40.694086,-73.940744
Young Scholars' Academy for Discovery and Explorat,40.694086,-73.940744
Brighter Choice Community School,40.694086,-73.940744
521 WEST AVENUE CONSOLIDATED LOCATION,40.582533,-73.973132
Coney Island Preparatory Public Charter School,40.582533,-73.973132
Rachel Carson High School for Coastal Studies,40.582533,-73.973132
I.S. 303 Herbert S. Eisenberg,40.5825,-73.973122
P.S. 308 Clara Cardwell,40.701343,-73.982314
350 LINWOOD STREET CONSOLIDATED LOCATION,40.677104,-73.883433
Achievement First Apollo Charter School,40.677104,-73.883433
Liberty Avenue Middle School,40.677104,-73.883433
Vista Academy,40.677104,-73.883433
P.S. 299 Thomas Warren Field,40.691077,-73.918152
85 WATKINS STREET CONSOLIDATED LOCATION,40.670986,-73.908194
Brownsville Collaborative Middle School,40.670986,-73.908194
P.S. 298 Dr. Betty Shabazz,40.670986,-73.908194
P.S. 297 Abraham Stockton,40.697781,-73.947809
Evergreen Middle School for Urban Exploration,40.688387,-73.910276
284 BALTIC STREET CONSOLIDATED LOCATION,40.685419,-73.993351
Success Academy Charter School - Cobble Hill,40.685419,-73.993351
School for International Studies,40.685419,-73.993351
104 SUTTER AVENUE CONSOLIDATED LOCATION,40.665965,-73.918107
Brooklyn School for Global Studies,40.685419,-73.993351
301 VERMONT STREET|300 WYONA STREET|CONSOLIDATED LOCATION,40.671987,-73.893896
UFT ELEMENTARY CHARTER SCHOOL(BROOKLYN) ,40.671987,-73.893896
J.H.S. 292 Margaret S. Douglas,40.671987,-73.893896
Mott Hall Bronx High School,40.839244,-73.901316
231 PALMETTO STREET CONSOLIDATED LOCATION,40.695362,-73.915142
P.S. 156 Waverly,40.665965,-73.918107
"Math, Engineering, and Science Academy Charter Hig",40.695362,-73.915142
Bushwick Community High School,40.695362,-73.915142
J.H.S. 291 Roland Hayes,40.695362,-73.915142
P.S. 290 Juan Morel Campos,40.67789,-73.889758
P.S. 289 George V. Brower,40.674794,-73.942639
P.S. 288 The Shirley Tanyhill,40.574411,-73.99194
P.S. 287 Bailey K. Ashford,40.697901,-73.98054
P.S. K811 Connie Lekas School,40.591109,-73.9391
I.S. 285 Meyer Levin,40.646877,-73.920977
P.S. 284 Lew Wallace,40.667377,-73.908214
J.H.S. 278 Marine Park,40.60665,-73.939176
P.S. 277 Gerritsen Beach,40.596145,-73.928793
P.S. 276 Louis Marshall,40.634085,-73.907925
985 ROCKAWAY AVENUE CONSOLIDATED LOCATION,40.656068,-73.907245
LEADERSHIP PREP BROWNSVILLE CHARTER SCHOOL(BN),40.656068,-73.907245
Metropolitan Diploma Plus High School,40.656068,-73.907245
Brooklyn Democracy Academy,40.656068,-73.907245
Kappa V,40.656068,-73.907245
P.S. 274 Kosciusko,40.694921,-73.927931
P.S. 273 Wortman,40.657922,-73.879354
P.S. 272 Curtis Estabrook,40.635916,-73.886412
1137 HERKIMER STREET CONSOLIDATED LOCATION,40.677805,-73.915843
OCEAN HILL COLLEGIATE CHARTER SCHOOL(BN),40.677805,-73.915843
Eagle Academy for Young Men II,40.677805,-73.915843
Mott Hall IV,40.677805,-73.915843
P.S. 282 Park Slope,40.67634,-73.977367
241 EMERSON PLACE CONSOLIDATED LOCATION,40.690202,-73.961478
COMMUNITY PARTNERSHIP CHARTER SCHOOL(BN),40.690202,-73.961478
P.S. 270 Johann DeKalb,40.690202,-73.961478
P.S. 269 Nostrand,40.637711,-73.948159
P.S. 268 Emma Lazarus,40.657131,-73.928018
Dr. Susan S. McKinney Secondary School of the Arts,40.696324,-73.97578
P.S. 264 BAY RIDGE ELEMENTARY SCHOOL FOR THE ARTS,40.620957,-74.03015
210 CHESTER STREET CONSOLIDATED LOCATION,40.666545,-73.910904
Mott Hall Bridges Academy,40.666545,-73.910904
P.S./I.S. 323,40.666545,-73.910904
P.S. 262 El Hajj Malik El Shabazz Elementary Schoo,40.683241,-73.930813
P.S. 261 Philip Livingston,40.687466,-73.988288
The Fresh Creek School,40.654031,-73.894854
J.H.S. 259 William Mckinley,40.62668,-74.01512
141 MACON STREET CONSOLIDATED LOCATION,40.681572,-73.945446
LEADERSHIP PREP BEDFORD STUYVESANT CHARTER SCHOOL(BN),40.681572,-73.945446
P.S. K140,40.681572,-73.945446
P.S. 257 John F. Hylan,40.702392,-73.941801
P.S. 256 Benjamin Banneker,40.690725,-73.950433
P.S. 255 Barbara Reing School,40.604349,-73.955528
P.S. 254 Dag Hammarskjold,40.590423,-73.951753
P.S. 253,40.579607,-73.962071
1084 LENOX ROAD CONSOLIDATED LOCATION,40.658295,-73.920109
KINGS COLLEGIATE CHARTER SCHOOL(BS),40.658295,-73.920109
Middle School for Art and Philosophy,40.658295,-73.920109
P.S. 251 Paerdegat,40.632524,-73.924417
P.S. 250 George H. Lindsay,40.707104,-73.945475
P.S. 249 The Caton,40.64971,-73.966046
P.S. 247 Brooklyn,40.612273,-73.986713
72 VERONICA PLACE CONSOLIDATED LOCATION ,40.648608,-73.952821
FAHARI ACADEMY CHARTER SCHOOL(BS),40.648608,-73.952821
M.S. 246 Walt Whitman,40.648608,-73.952821
5404 TILDEN AVENUE CONSOLIDATED LOCATION,40.648423,-73.925948
I.S. 281 Joseph B Cavallaro,40.595341,-73.993457
Brooklyn Science and Engineering Academy,40.648423,-73.925948
P.S. 244 Richard R. Green,40.648423,-73.925948
P.S. 243K- The Weeksville School,40.676094,-73.935688
P.S. 241 Emma L. Johnston,40.669339,-73.960675
Andries Hudde,40.623561,-73.946279
Mark Twain I.S. 239 for the Gifted & Talented,40.578188,-73.99203
P.S. 238 Anne Sullivan,40.608862,-73.965058
50 AVENUE P CONSOLIDATED LOCATION,40.60731,-73.986595
Brooklyn School of Inquiry,40.60731,-73.986595
The Academy of Talented Scholars,40.60731,-73.986595
P.S. 236 Mill Basin,40.615998,-73.912989
P.S. 235 Lenox School,40.654704,-73.941089
J.H.S. 234 Arthur W. Cunningham,40.60422,-73.955485
P.S. 233 Langston Hughes,40.651022,-73.91402
905 WINTHROP STREET CONSOLIDATED LOCATION,40.65843,-73.929076
Middle School of Marketing and Legal Studies,40.65843,-73.929076
Arts & Media Preparatory Academy,40.65843,-73.929076
East Flatbush Community Research School,40.65843,-73.929076
P.S. 230 Doris L. Cohen,40.645017,-73.980761
P.S. 229 Dyker,40.610963,-74.013376
I.S. 228 David A. Boody,40.6013,-73.976953
J.H.S. 227 Edward B. Shallow,40.62191,-73.995022
P.S. 226 Alfred De B.Mason,40.615252,-73.97635
1075 OCEAN VIEW AVENUE CONSOLIDATED LOCATION,40.579737,-73.956329
P.S. K771,40.579737,-73.956329
P.S. K225 - The Eileen E. Zaglin,40.579737,-73.956329
P.S. 224 Hale A. Woodruff,40.664075,-73.866092
4200 16 AVENUE CONSOLIDATED LOCATION,40.634875,-73.981528
Urban Assembly School for Criminal Justice,40.634875,-73.981528
J.H.S. 223 The Montauk,40.634875,-73.981528
P.S. 222 Katherine R. Snyder,40.613317,-73.938871
P.S. 221 Toussaint L'Ouverture,40.663701,-73.936049
J.H.S. 220 John J. Pershing,40.640545,-74.000731
P.S. 219 Kennedy-King,40.659288,-73.922919
370 FOUNTAIN AVENUE CONSOLIDATED LOCATION,40.670724,-73.874208
Invictus Preparatory Charter School,40.670724,-73.874208
"The School for Classics: An Academy of Thinkers, W",40.670724,-73.874208
P.S. 321 William Penn,40.67146,-73.977783
J.H.S. 218 James P. Sinnott,40.670724,-73.874208
P.S. 217 Colonel David Marcus School,40.63398,-73.966558
P.S. 216 Arturo Toscanini,40.590564,-73.969964
P.S. 215 Morris H. Weiss,40.602084,-73.970013
P.S. 214 Michael Friedsam,40.676513,-73.863151
P.S. 213 New Lots,40.66051,-73.890288
P.S. 212 Lady Deborah Moody,40.587616,-73.985948
I.S. 211 John Wilson,40.643278,-73.896212
188 ROCHESTER AVENUE CONSOLIDATED LOCATION,40.672762,-73.927973
EXPLORE EMPOWER CHARTER SCHOOL(BN),40.672762,-73.927973
M.S. K394,40.672762,-73.927973
P.S. 209 Margaret Mead,40.586845,-73.96198
P.S. 208 Elsa Ebeling,40.642031,-73.931151
P.S. 207 Elizabeth G. Leary,40.613353,-73.930129
P.S. 206 Joseph F Lamb,40.597369,-73.948946
P.S. 205 Clarion,40.61527,-73.987149
P.S. 204 Vince Lombardi,40.614159,-74.006638
P.S. 203 Floyd Bennett School,40.621436,-73.925989
P.S. 202 Ernest S. Jenkyns,40.666417,-73.876563
J.H.S. 201 The Dyker Heights,40.618676,-74.012722
P.S. 200 Benson School,40.603188,-74.001408
P.S. 199 Frederick Wachtel,40.616632,-73.963476
P.S. 198 Brooklyn,40.63694,-73.937339
1599 EAST  22 STREET CONSOLIDATED LOCATION,40.612623,-73.951906
I. S. 381,40.612623,-73.951906
P.S. 197 - The Kings Highway Academy,40.612623,-73.951906
207 BUSHWICK AVENUE CONSOLIDATED LOCATION,40.708723,-73.940002
M.S. 582,40.708723,-73.940002
P.S. 196 Ten Eyck,40.708723,-73.940002
P.S. 279 Herman Schreiber,40.644203,-73.892264
P.S. 195 Manhattan Beach,40.579451,-73.943819
P.S. 194 Raoul Wallenberg,40.596757,-73.933499
P.S. 192 - The Magnet School for Math and Science,40.629303,-73.979995
P.S. 191 Paul Robeson,40.672005,-73.924329
590 SHEFFIELD AVENUE CONSOLIDATED LOCATION,40.662326,-73.894441
Essence School,40.662326,-73.894441
P.S. 190 Sheffield,40.662326,-73.894441
P.S. 189 The Bilingual Center,40.665565,-73.926246
P.S. 188 Michael E. Berdy,40.577217,-74.000194
P.S. 186 Dr. Irving A Gladstone,40.611483,-73.994677
P.S. 185 Walter Kassenbrock,40.623986,-74.033779
P.S. 184 Newport,40.659966,-73.904901
76 RIVERDALE AVENUE CONSOLIDATED LOCATION,40.660204,-73.913933
Riverdale Avenue Middle School,40.660204,-73.913933
Riverdale Avenue Community School,40.660204,-73.913933
P.S. 181 Brooklyn,40.648215,-73.946374
5601 16 AVENUE CONSOLIDATED LOCATION,40.627029,-73.989672
P.S. K231,40.627029,-73.989672
The SEEALL Academy,40.627029,-73.989672
P.S. 179 Kensington,40.640463,-73.977642
P.S. 178 Saint Clair Mckelway,40.675024,-73.915778
P.S. 176 Ovington,40.624611,-74.005378
226 BRISTOL STREET CONSOLIDATED LOCATION,40.665878,-73.911705
Teachers Preparatory High School,40.665878,-73.911705
Frederick Douglass Academy VII High School,40.665878,-73.911705
P.S. 326,40.628659,-73.92793
574 DUMONT AVENUE CONSOLIDATED LOCATION,40.665798,-73.897723
School of the Future Brooklyn,40.665798,-73.897723
Brooklyn Gardens Elementary School,40.665798,-73.897723
P.S. 174 Dumont,40.665798,-73.897723
P.S. 172 Beacon School of Excellence,40.657914,-74.000652
528 RIDGEWOOD AVENUE CONSOLIDATED LOCATION,40.68618,-73.869625
Highland Park Community School,40.68618,-73.869625
I.S. 171 Abraham Lincoln,40.68618,-73.869625
Ralph A. Fabrizio School,40.630843,-74.01913
P.S. 169 Sunset Park,40.64629,-74.001903
1025 EASTERN PARKWAY CONSOLIDATED LOCATION,40.669001,-73.934635
New Bridges Elementary,40.669001,-73.934635
P.S. 167 The Parkway,40.669001,-73.934635
P.S. 193 Gil Hodges,40.621507,-73.950473
800 VAN SICLEN AVE CONSOLIDATED LOCATION,40.66011,-73.885387
ACHIEVEMENT FIRST BROOKLYN ACADEMY CHARTER SCHOOL @ JHS 166,40.66011,-73.885387
Van Siclen Community Middle School,40.66011,-73.885387
P.S. 164 Caesar Rodney,40.637486,-73.985955
P.S. 748 Brooklyn School for Global Scholars,40.607234,-74.007199
J.H.S. 162 The Willoughby,40.707229,-73.919805
330 CROWN STREET CONSOLIDATED LOCATION,40.666181,-73.949013
SUCCESS ACADEMY CHARTER SCHOOL - CROWN HEIGHTS - BROOKLYN 7(BS),40.666181,-73.949013
P.S. 161 The Crown,40.666181,-73.949013
P.S. 160 William T. Sampson,40.637322,-73.999215
P.S. 159 Isaac Pitkin,40.675766,-73.869469
P.S. 158 Warwick,40.672579,-73.884803
P.S./I.S. 157 The Benjamin Franklin Health & Scien,40.695417,-73.959571
P.S./ I.S. 155 Nicholas Herkimer,40.677415,-73.908734
The Windsor Terrace School,40.657472,-73.97618
P.S. 153 Homecrest,40.601617,-73.959779
2310 GLENWOOD ROAD CONSOLIDATED LOCATION,40.633232,-73.954655
P.S. K315,40.633232,-73.954655
P.S. 177 The Marlboro,40.608604,-73.974847
School of Science & Technology,40.632562,-73.954724
P.S. 151 Lyndon B. Johnson,40.693293,-73.90864
P.S. 150 Christopher,40.66896,-73.904726
P.S. 149 Danny Kaye,40.669719,-73.892822
P.S. 373 - Brooklyn Transition Center,40.698869,-73.945042
325 BUSHWICK AVENUE CONSOLIDATED LOCATION,40.705204,-73.939407
Young Women's Leadership School of Brooklyn,40.705204,-73.939407
P.S. 147 Isaac Remsen,40.705204,-73.939407
P.S. 145 Andrew Jackson,40.701692,-73.932338
610 HENRY STREET CONSOLIDATED LOCATION,40.68007,-74.001377
Brooklyn Secondary School for Collaborative Studie,40.68007,-74.001377
P.S. 146,40.68007,-74.001377
P.S. 139 Alexine A. Fenty,40.641937,-73.965523
P.S. 138 Brooklyn,40.67438,-73.951443
P.S./I.S. 137 Rachel Jean Mitchell,40.682458,-73.917088
4004 4 AVENUE CONSOLIDATED LOCATION,40.651977,-74.006862
Sunset Park Prep,40.651977,-74.006862
I.S. 136 Charles O. Dewey,40.651977,-74.006862
P.S. 135 Sheldon A. Brookner,40.65364,-73.933114
P.S. 132 The Conselyea School,40.71466,-73.946108
P.S. 131 Brooklyn,40.641157,-73.993482
P.S. 130 The Parkside,40.648884,-73.975607
P.S. 128 Bensonhurst,40.604871,-73.995545
P.S. 127 Mckinley Park,40.624132,-74.018826
424 LEONARD STREET CONSOLIDATED LOCATION,40.719819,-73.948625
Northside Charter High School,40.719819,-73.948625
Citizens of the World Charter School 1 Williamsbur,40.719819,-73.948625
John Ericsson Middle School 126,40.719819,-73.948625
P.S. 124 Silas B. Dutcher,40.667545,-73.991046
P.S. 123 Suydam,40.703767,-73.922702
P.S. 121 Nelson A. Rockefeller,40.623273,-73.978822
P.S. 120 Carlos Tapia,40.700911,-73.938884
P.S. 119 Amersfort,40.625662,-73.938265
300 WILLOUGHBY AVENUE CONSOLIDATED LOCATION,40.692642,-73.958794
Brooklyn High School for Leadership and Community,40.692642,-73.958794
MS 596 Peace Academy,40.692642,-73.958794
"Brooklyn Community High School of Communication, A",40.692642,-73.958794
P.S. 116 Elizabeth L Farrell,40.697779,-73.916521
P.S. 115 Daniel Mucatel School,40.635015,-73.897262
P.S. 114 Ryder Elementary,40.642792,-73.908806
M.S. 113 Ronald Edmonds Learning Center,40.688811,-73.971009
P.S. 112 Lefferts Park,40.61978,-74.000792
35 STARR STREET CONSOLIDATED LOCATION,40.70069,-73.927481
"I.S. 349 Math, Science & Tech.",40.70069,-73.927481
I.S. 347 School of Humanities,40.70069,-73.927481
P.S. 110 The Monitor,40.723897,-73.942312
P.S. 108 Sal Abbracciamento,40.681268,-73.884063
P.S. 107 John W. Kimball,40.663251,-73.981289
P.S. 106 Edward Everett Hale,40.693879,-73.913056
P.S. 105 The Blythebourne,40.632936,-74.00374
P.S./I.S. 104 The Fort Hamilton School,40.618415,-74.028842
P.S. 102 The Bayview,40.63402,-74.029036
P.S. 101 The Verrazano,40.597863,-73.991693
P.S. 100 The Coney Island School,40.57732,-73.971313
P.S. 099 Isaac Asimov,40.621565,-73.965595
P.S. 97 The Highlawn,40.601433,-73.986139
99 AVENUE P CONSOLIDATED LOCATION ,40.60754,-73.984661
SUCCESS ACADEMY CHARTER SCHOOL - BENSONHURST(BS),40.60754,-73.984661
I.S. 096 Seth Low,40.60754,-73.984661
P.S. 90 Edna Cohen School,40.578255,-73.979628
544 7TH AVENUE CONSOLIDATED LOCATION,40.660024,-73.987637
P.S. K053,40.660024,-73.987637
J.H.S. 088 Peter Rouget,40.660024,-73.987637
P.S. 086 The Irvington,40.700774,-73.91748
P.S. K753 - School for Career Development,40.682533,-73.968769
P.S. 084 Jose De Diego,40.714785,-73.963
P.S. 081 Thaddeus Stevens,40.693161,-73.935765
1420 East 68 Street CONSOLIDATED LOCATION,40.621224,-73.91287
SUCCESS ACADEMY CHARTER SCHOOL - BERGEN BEACH(BS),40.621224,-73.91287
J.H.S. 078 Roy H. Mann,40.621224,-73.91287
P.S. 075 Mayda Cortiella,40.693313,-73.920666
251 MCDOUGAL STREET CONSOLIDATED LOCATION,40.680318,-73.910644
Brooklyn Environmental Exploration School (BEES),40.680318,-73.910644
Brooklyn Landmark Elementary School,40.680318,-73.910644
P.S. 073 Thomas S. Boyland,40.680318,-73.910644
East New York Middle School of Excellence,40.669387,-73.879614
East New York Elementary School of Excellence,40.669387,-73.879614
P.S. 094 The Henry Longfellow,40.64366,-74.008252
Juan Morel Campos Secondary School,40.703624,-73.953146
P.S. 69 Vincent D. Grippo School,40.632379,-74.009223
Urban Assembly School for Applied Math and Science,40.839244,-73.901316
I.S. 068 Isaac Bildersee,40.635553,-73.91079
P.S. 067 Charles A. Dorsey,40.695633,-73.978215
P.S. 66,40.64883,-73.907774
J.H.S. 062 Ditmas,40.638686,-73.971651
M.S. 061 Dr. Gladstone H. Atwell,40.664007,-73.94922
211 THROOP AVENUE CONSOLIDATED LOCATION,40.696733,-73.943652
SUCCESS ACADEMY CHARTER SCHOOL - BED-STUY 2(BN),40.696733,-73.943652
P.S. 059 William Floyd,40.696733,-73.943652
P.S. 058 The Carroll,40.680149,-73.994938
125 STUYVESANT AVENUE CONSOLIDATED LOCATION,40.691274,-73.933697
The Brooklyn Academy of Global Finance,40.691274,-73.933697
605 SHEPHERD AVENUE CONSOLIDATED LOCATION,40.669387,-73.879614
"School of Business, Finance and Entrepreneurship",40.691274,-73.933697
J.H.S. 057 Whitelaw Reid,40.691274,-73.933697
170 GATES AVENUE CONSOLIDATED LOCATION,40.68505,-73.960659
The Urban Assembly Unison School,40.68505,-73.960659
P.S. 056 Lewis H. Latimer,40.68505,-73.960659
2021 BERGEN STREET CONSOLIDATED LOCATION,40.674103,-73.913273
ACHIEVEMENT FIRST BROWNSVILLE CHARTER SCHOOL(BN),40.674103,-73.913273
Brooklyn Collegiate: A College Board School,40.674103,-73.913273
P.S. 052 Sheepshead Bay,40.58792,-73.940532
M.S. 51 William Alexander,40.672015,-73.983947
J.H.S. 050 John D. Wells,40.711704,-73.960275
223 GRAHAM AVENUE CONSOLIDATED LOCATION,40.709941,-73.943641
Lyons Community School,40.709941,-73.943641
Green School: An Academy for Environmental Careers,40.709941,-73.943641
P.S. 093 William H. Prescott,40.679097,-73.94684
"Brooklyn Latin School, The",40.709941,-73.943641
100 CLERMONT AVENUE CONSOLIDATED LOCATION,40.694633,-73.971165
Fort Greene Preparatory Academy,40.694633,-73.971165
Crotona Academy High School,40.816532,-73.911747
P.S. 046 Edward C. Blum,40.694633,-73.971165
P.S./I.S. 045 Horace E. Greene,40.686746,-73.910693
P.S. 044 Marcus Garvey,40.686592,-73.940747
I.S. 98 Bay Academy,40.583125,-73.954037
P.S. 041 Francis White,40.660306,-73.907355
265 RALPH AVENUE CONSOLIDATED LOCATION,40.680463,-73.922264
Gotham Professional Arts Academy,40.680463,-73.922264
P.S. 040 George W. Carver,40.680463,-73.922264
P.S. 039 Henry Bristow,40.668916,-73.983195
P.S. 038 The Pacific,40.685264,-73.982639
272 MACDONOUGH STREET CONSOLIDATED LOCATION,40.681896,-73.935963
Brooklyn Brownstone School,40.681896,-73.935963
M.S. 035 Stephen Decatur,40.681896,-73.935963
P.S. 034 Oliver H. Perry,40.726135,-73.949649
70 TOMPKINS AVENUE CONSOLIDATED LOCATION,40.697152,-73.946641
P.S. 368,40.697152,-73.946641
SUCCESS ACADEMY CHARTER SCHOOL - BED-STUY 1(BN),40.697152,-73.946641
The School for the Urban Environment,40.697152,-73.946641
Foundations Academy,40.697152,-73.946641
317 HOYT STREET CONSOLIDATED LOCATION,40.680445,-73.991949
M.S. 442 Carroll Gardens School for Innovation,40.680445,-73.991949
P.S. 032 Samuel Mills Sprole,40.680445,-73.991949
P.S. 031 Samuel F. Dupont,40.726587,-73.95427
P.S. 029 John M. Harrigan,40.686951,-73.99806
P.S. 028 The Warren Prep Academy,40.678049,-73.92032
27 HUNTINGTON STREET CONSOLIDATED LOCATION,40.677564,-74.005166
3450 EAST TREMONT AVENUE CONSOLIDATED LOCATION ,40.832117,-73.82749
Summit Academy Charter School,40.677564,-74.005166
